OrderID,OrderDate,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,Discount,CustomerID,Region,InventoryAtStart,ReorderPoint,LeadTimeDays,SupplierID
O50979,2025-01-11,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,5101.65,0.0,C2572,Central,28,71,12,S9
O50980,2025-01-11,P1012,HOM-SMA-1012,Home & Kitchen,Small Appliances,12,4086.78,0.0,C4525,North,223,34,7,S5
O50981,2025-01-11,P1026,FAS-MEN-1026,Fashion,Men's Apparel,2,6464.81,0.05,C899,North,364,53,14,S15
O50982,2025-01-11,P1036,BEA-SKI-1036,Beauty,Skincare,9,7129.32,0.0,C326,West,142,74,11,S2
O50983,2025-01-11,P1031,BEA-HAI-1031,Beauty,Haircare,1,2645.13,0.15,C996,Central,130,15,14,S11
O50984,2025-01-11,P1038,BEA-SKI-1038,Beauty,Skincare,12,7086.17,0.0,C5885,South,205,30,16,S1
O50985,2025-01-11,P1005,ELE-WEA-1005,Electronics,Wearables,10,4706.69,0.05,C1759,South,235,17,4,S14
O50986,2025-01-11,P1039,BEA-HAI-1039,Beauty,Haircare,4,3495.44,0.0,C238,North,159,46,14,S5
O50987,2025-01-11,P1023,FAS-MEN-1023,Fashion,Men's Apparel,4,1841.51,0.0,C1087,North,144,34,10,S5
O50988,2025-01-11,P1012,HOM-SMA-1012,Home & Kitchen,Small Appliances,2,3764.62,0.0,C321,North,250,16,7,S5
O50989,2025-01-11,P1040,SPO-FIT-1040,Sports,Fitness Equipment,5,5054.4,0.0,C5320,North,393,35,4,S10
O50990,2025-01-11,P1011,HOM-STO-1011,Home & Kitchen,Storage,3,3893.8,0.05,C4841,West,132,36,6,S12
O50991,2025-01-11,P1046,SPO-FIT-1046,Sports,Fitness Equipment,1,842.3,0.0,C4528,Central,348,51,11,S5
O50992,2025-01-11,P1034,BEA-SKI-1034,Beauty,Skincare,6,7587.67,0.0,C2646,Central,153,22,17,S4
O50993,2025-01-11,P1039,BEA-HAI-1039,Beauty,Haircare,3,3659.48,0.0,C2273,West,201,36,14,S5
O50994,2025-01-11,P1011,HOM-STO-1011,Home & Kitchen,Storage,1,3907.86,0.0,C2293,East,58,40,6,S12
O50995,2025-01-11,P1043,SPO-OUT-1043,Sports,Outdoor Gear,5,1555.39,0.0,C193,South,102,21,19,S5
O50996,2025-01-11,P1000,ELE-AUD-1000,Electronics,Audio,1,3445.69,0.0,C4695,North,498,73,18,S7
O50997,2025-01-11,P1034,BEA-SKI-1034,Beauty,Skincare,4,7634.5,0.0,C203,South,153,68,17,S4
O50998,2025-01-11,P1047,SPO-OUT-1047,Sports,Outdoor Gear,5,7880.18,0.0,C4441,West,298,60,13,S3
O50999,2025-01-11,P1049,SPO-OUT-1049,Sports,Outdoor Gear,1,3446.98,0.0,C3367,East,194,62,3,S5
O51000,2025-01-11,P1000,ELE-AUD-1000,Electronics,Audio,1,3674.2,0.1,C5350,North,388,16,18,S7
O51001,2025-01-11,P1023,FAS-MEN-1023,Fashion,Men's Apparel,4,1949.84,0.0,C3262,South,167,62,10,S5
O51002,2025-01-11,P1002,ELE-WEA-1002,Electronics,Wearables,2,6156.73,0.0,C3495,North,79,20,5,S8
O51003,2025-01-11,P1012,HOM-SMA-1012,Home & Kitchen,Small Appliances,9,4080.0,0.0,C3545,South,138,75,7,S5
O51004,2025-01-11,P1043,SPO-OUT-1043,Sports,Outdoor Gear,3,1458.43,0.0,C297,North,285,22,19,S5
O51005,2025-01-11,P1014,HOM-STO-1014,Home & Kitchen,Storage,4,2760.92,,C78,North,37,73,17,S12
O51006,2025-01-11,P1023,FAS-MEN-1023,Fashion,Men's Apparel,3,1827.21,0.0,C52,South,279,26,10,S5
O51007,2025-01-11,P1042,SPO-FIT-1042,Sports,Fitness Equipment,3,1284.11,0.0,C4533,South,188,78,4,S11
O51008,2025-01-11,P1042,SPO-FIT-1042,Sports,Fitness Equipment,4,1389.08,0.1,C3226,North,103,38,4,S11
O51009,2025-01-11,P1025,FAS-FOO-1025,Fashion,Footwear,3,2371.81,0.05,C2540,West,119,39,14,S7
O51010,2025-01-11,P1046,SPO-FIT-1046,Sports,Fitness Equipment,1,816.41,0.0,C5393,North,85,55,11,S5
O51011,2025-01-11,P1011,HOM-STO-1011,Home & Kitchen,Storage,5,4024.8,0.05,C3237,West,494,37,6,S12
O51012,2025-01-11,P1028,FAS-FOO-1028,Fashion,Footwear,13,936.51,0.0,C3564,South,436,16,16,S12
O51013,2025-01-11,P1030,BEA-SKI-1030,Beauty,Skincare,7,5489.04,0.0,C425,West,371,40,11,S8
O51014,2025-01-11,P1049,SPO-OUT-1049,Sports,Outdoor Gear,3,3550.77,0.0,C1579,West,260,51,3,S5
O51015,2025-01-11,P1014,HOM-STO-1014,Home & Kitchen,Storage,6,2522.83,0.1,C4664,South,422,79,17,S12
O51016,2025-01-11,P1002,ELE-WEA-1002,Electronics,Wearables,1,6524.66,0.0,C2412,East,122,19,5,S8
O51017,2025-01-11,P1000,ELE-AUD-1000,Electronics,Audio,1,3672.22,0.0,C727,South,40,51,18,S7
O51018,2025-01-11,P1001,ELE-MOB-1001,Electronics,Mobile Accessories,1,918.27,0.0,C711,East,156,68,20,S8
O51019,2025-01-12,P1016,HOM-COO-1016,Home & Kitchen,Cookware,1,1231.27,0.0,C2098,West,214,73,6,S13
O51020,2025-01-12,P1040,SPO-FIT-1040,Sports,Fitness Equipment,2,5478.51,0.0,C3836,South,155,44,4,S10
O51021,2025-01-12,P1001,ELE-MOB-1001,Electronics,Mobile Accessories,7,938.39,0.2,C3406,South,380,59,20,S8
O51022,2025-01-12,P1010,HOM-COO-1010,Home & Kitchen,Cookware,2,8068.5,,C1018,North,232,29,8,S7
O51023,2025-01-12,P1041,SPO-OUT-1041,Sports,Outdoor Gear,2,533.93,0.05,C4613,North,484,58,11,S3
O51024,2025-01-12,P1013,HOM-COO-1013,Home & Kitchen,Cookware,4,3513.62,0.0,C890,East,294,75,17,S3
O51025,2025-01-12,P1012,HOM-SMA-1012,Home & Kitchen,Small Appliances,11,3937.45,0.05,C2858,West,326,48,7,S5
O51026,2025-01-12,P1037,BEA-HAI-1037,Beauty,Haircare,7,2672.61,0.0,C269,South,193,27,13,S13
O51027,2025-01-12,P1005,ELE-WEA-1005,Electronics,Wearables,5,4673.3,0.0,C3061,West,319,71,4,S14
O51028,2025-01-12,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,3,6020.74,0.1,C3182,Central,44,45,11,S9
O51029,2025-01-12,P1011,HOM-STO-1011,Home & Kitchen,Storage,5,3986.9,0.05,C2678,SOUTH,312,47,6,S12
O51030,2025-01-12,P1038,BEA-SKI-1038,Beauty,Skincare,7,7208.05,0.15,C5562,South,377,49,16,S1
O51031,2025-01-12,P1016,HOM-COO-1016,Home & Kitchen,Cookware,1,1311.27,0.0,C3048,SOUTH,410,21,6,S13
O51032,2025-01-12,P1008,ELE-WEA-1008,Electronics,Wearables,2,1739.63,0.0,C2368,South,95,72,11,S6
O51033,2025-01-12,P1032,BEA-SKI-1032,Beauty,Skincare,3,910.09,0.0,C2773,Central,44,41,5,S6
O51034,2025-01-12,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,1,3267.58,0.2,C3996,NORTH,303,49,8,S14
O51035,2025-01-12,P1008,ELE-WEA-1008,Electronics,Wearables,1,1780.56,0.0,C3669,East,162,18,11,S6
O51036,2025-01-12,P1009,ELE-AUD-1009,Electronics,Audio,8,1419.15,0.05,C4703,East,419,32,15,S12
O51037,2025-01-12,P1037,BEA-HAI-1037,Beauty,Haircare,12,2568.87,0.0,C2602,South,381,74,13,S13
O51038,2025-01-12,P1045,SPO-OUT-1045,Sports,Outdoor Gear,7,8004.32,0.0,C526,North,365,69,11,S7
O51039,2025-01-12,P1013,HOM-COO-1013,Home & Kitchen,Cookware,2,3578.86,0.1,C5025,Central,391,55,17,S3
O51040,2025-01-12,P1043,SPO-OUT-1043,Sports,Outdoor Gear,2,1500.38,0.0,C2598,North,211,37,19,S5
O51041,2025-01-12,P1028,FAS-FOO-1028,Fashion,Footwear,10,903.52,0.0,C2013,West,206,53,16,S12
O51042,2025-01-12,P1048,SPO-FIT-1048,Sports,Fitness Equipment,1,2358.66,0.1,C5911,North,62,40,8,S15
O51043,2025-01-12,P1031,BEA-HAI-1031,Beauty,Haircare,3,2571.5,0.0,C2337,West,83,59,14,S11
O51044,2025-01-12,P1016,HOM-COO-1016,Home & Kitchen,Cookware,5,1252.01,0.0,C2913,North,149,70,6,S13
O51045,2025-01-12,P1005,ELE-WEA-1005,Electronics,Wearables,9,4543.1,0.05,C3955,West,408,40,4,S14
O51046,2025-01-12,P1002,ELE-WEA-1002,Electronics,Wearables,1,6612.75,0.0,C4366,West,28,63,5,S8
O51047,2025-01-12,P1041,SPO-OUT-1041,Sports,Outdoor Gear,4,515.96,0.1,C5526,South,46,56,11,S3
O51048,2025-01-12,P1010,HOM-COO-1010,Home & Kitchen,Cookware,5,7544.31,0.2,C5253,West,375,34,8,S7
O51049,2025-01-12,P1047,SPO-OUT-1047,Sports,Outdoor Gear,2,7524.47,0.05,C757,South,58,27,13,S3
O51050,2025-01-12,P1007,ELE-MOB-1007,Electronics,Mobile Accessories,3,7903.76,0.1,C4908,West,283,22,19,S7
O51051,2025-01-12,P1002,ELE-WEA-1002,Electronics,Wearables,1,6451.33,0.0,C1045,West,191,31,5,S8
O51052,2025-01-12,P1030,BEA-SKI-1030,Beauty,Skincare,11,5881.65,0.0,C5465,South,184,26,11,S8
O51053,2025-01-12,P1026,FAS-MEN-1026,Fashion,Men's Apparel,1,6437.81,0.15,C1360,East,447,73,14,S15
O51054,2025-01-12,P1036,BEA-SKI-1036,Beauty,Skincare,7,6884.83,0.0,C4645,Central,345,25,11,S2
O51055,2025-01-12,P1022,FAS-FOO-1022,Fashion,Footwear,6,2526.94,0.2,C3153,East,161,56,3,S10
O51056,2025-01-12,P1045,SPO-OUT-1045,Sports,Outdoor Gear,6,7662.8,0.0,C620,West,434,70,11,S7
O51057,2025-01-12,P1042,SPO-FIT-1042,Sports,Fitness Equipment,3,1311.46,0.2,C366,North,439,47,4,S11
O51058,2025-01-12,P1004,ELE-MOB-1004,Electronics,Mobile Accessories,3,6325.58,0.05,C4922,South,204,27,10,S9
O51059,2025-01-12,P1020,FAS-MEN-1020,Fashion,Men's Apparel,3,3767.51,0.0,C5655,South,497,28,13,S13
O51060,2025-01-12,P1024,FAS-WOM-1024,Fashion,Women's Apparel,1,2030.96,0.0,C4418,North,131,17,4,S13
O51061,2025-01-12,P1006,ELE-AUD-1006,Electronics,Audio,2,4956.07,0.0,C3554,SOUTH,158,74,16,S3
O51062,2025-01-12,P1001,ELE-MOB-1001,Electronics,Mobile Accessories,4,901.05,0.0,C2640,East,433,15,20,S8
O51063,2025-01-12,P1035,BEA-HAI-1035,Beauty,Haircare,2,3817.23,0.15,C1003,North,429,27,7,S12
O51064,2025-01-12,P1025,FAS-FOO-1025,Fashion,Footwear,1,2611.92,0.0,C4591,West,240,60,14,S7
O51065,2025-01-12,P1020,FAS-MEN-1020,Fashion,Men's Apparel,3,3841.58,0.05,C403,North,331,67,13,S13
O51066,2025-01-12,P1045,SPO-OUT-1045,Sports,Outdoor Gear,8,7457.31,0.1,C2210,NORTH,126,18,11,S7
O51067,2025-01-12,P1009,ELE-AUD-1009,Electronics,Audio,4,1431.04,0.0,C1279,East,166,56,15,S12
O51068,2025-01-12,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,1,3075.44,0.0,C463,North,256,62,8,S14
O51069,2025-01-12,P1010,HOM-COO-1010,Home & Kitchen,Cookware,3,7584.36,0.0,C2517,East,327,61,8,S7
O51070,2025-01-12,P1044,SPO-FIT-1044,Sports,Fitness Equipment,3,2940.3,0.05,C516,North,277,56,13,S10
O51071,2025-01-12,P1034,BEA-SKI-1034,Beauty,Skincare,5,7865.6,0.0,C864,South,85,17,17,S4
O51072,2025-01-12,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,2,6354.17,0.05,C4074,North,150,27,11,S9
O51073,2025-01-12,P1033,BEA-HAI-1033,Beauty,Haircare,1,7349.79,0.0,C4606,North,386,36,15,S8
O51074,2025-01-12,P1031,BEA-HAI-1031,Beauty,Haircare,2,2568.3,0.2,C4385,North,458,16,14,S11
O51075,2025-01-12,P1003,ELE-AUD-1003,Electronics,Audio,1,2996.9,0.0,C4043,South,328,20,19,S3
O51076,2025-01-12,P1011,HOM-STO-1011,Home & Kitchen,Storage,3,3780.34,0.1,C140,South,342,62,6,S12
O51077,2025-01-12,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,1,3354.75,0.0,C4282,South,291,36,8,S14
O51078,2025-01-12,P1008,ELE-WEA-1008,Electronics,Wearables,1,1636.8,0.0,C1162,Central,420,26,11,S6
O51079,2025-01-12,P1000,ELE-AUD-1000,Electronics,Audio,1,3490.04,0.0,C1900,East,339,69,18,S7
O51080,2025-01-12,P1006,ELE-AUD-1006,Electronics,Audio,1,4902.57,0.05,C4802,East,69,30,16,S3
O51081,2025-01-12,P1017,HOM-STO-1017,Home & Kitchen,Storage,9,6214.0,0.0,C995,North,173,26,14,S12
O51082,2025-01-12,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,2,3173.82,0.0,C2284,North,47,68,8,S14
O51083,2025-01-12,P1023,FAS-MEN-1023,Fashion,Men's Apparel,1,1865.93,0.2,C3189,West,121,70,10,S5
O51084,2025-01-12,P1006,ELE-AUD-1006,Electronics,Audio,1,5280.04,0.0,C2979,West,231,51,16,S3
O51085,2025-01-12,P1049,SPO-OUT-1049,Sports,Outdoor Gear,2,3518.56,0.05,C2596,South,380,37,3,S5
O51086,2025-01-12,P1042,SPO-FIT-1042,Sports,Fitness Equipment,2,1387.45,0.0,C4928,West,225,61,4,S11
O51087,2025-01-12,P1033,BEA-HAI-1033,Beauty,Haircare,2,7222.83,0.05,C2403,North,389,30,15,S8
O51088,2025-01-12,P1012,HOM-SMA-1012,Home & Kitchen,Small Appliances,12,3771.47,0.0,C313,East,68,44,7,S5
O51089,2025-01-12,P1007,ELE-MOB-1007,Electronics,Mobile Accessories,2,7728.54,0.0,C3130,West,279,44,19,S7
O51090,2025-01-12,P1032,BEA-SKI-1032,Beauty,Skincare,6,841.78,0.0,C4125,North,467,76,5,S6
O51091,2025-01-12,P1012,HOM-SMA-1012,Home & Kitchen,Small Appliances,11,3986.56,0.0,C2144,West,413,67,7,S5
O51092,2025-01-12,P1017,HOM-STO-1017,Home & Kitchen,Storage,7,6441.23,0.15,C1315,South,285,75,14,S12
O51093,2025-01-12,P1002,ELE-WEA-1002,Electronics,Wearables,1,6045.01,0.0,C5600,WEST,480,16,5,S8
O51094,2025-01-12,P1005,ELE-WEA-1005,Electronics,Wearables,6,4591.73,0.0,C4141,East,74,64,4,S14
O51095,2025-01-12,P1031,BEA-HAI-1031,Beauty,Haircare,2,2506.46,0.0,C1618,South,152,51,14,S11
O51096,2025-01-12,P1037,BEA-HAI-1037,Beauty,Haircare,8,2595.39,0.0,C4016,South,137,75,13,S13
O51097,2025-01-12,P1014,HOM-STO-1014,Home & Kitchen,Storage,2,2547.75,0.0,C995,South,210,77,17,S12
O51098,2025-01-12,P1044,SPO-FIT-1044,Sports,Fitness Equipment,1,2905.57,,C4033,West,159,38,13,S10
O51099,2025-01-12,P1037,BEA-HAI-1037,Beauty,Haircare,8,2667.27,0.1,C3789,North,278,78,13,S13
O51100,2025-01-12,P1026,FAS-MEN-1026,Fashion,Men's Apparel,4,6516.63,0.15,C988,Central,263,46,14,S15
O51101,2025-01-12,P1035,BEA-HAI-1035,Beauty,Haircare,4,3583.23,0.0,C887,North,286,20,7,S12
O51102,2025-01-12,P1024,FAS-WOM-1024,Fashion,Women's Apparel,2,1964.87,0.0,C5953,North,146,33,4,S13
O51103,2025-01-12,P1006,ELE-AUD-1006,Electronics,Audio,1,5012.4,0.0,C4213,West,41,46,16,S3
O51104,2025-01-12,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,5212.63,0.0,C148,East,332,58,12,S9
O51105,2025-01-12,P1007,ELE-MOB-1007,Electronics,Mobile Accessories,4,7785.01,0.0,C1480,West,35,71,19,S7
O51106,2025-01-12,P1007,ELE-MOB-1007,Electronics,Mobile Accessories,4,8040.17,0.1,C2543,South,315,18,19,S7
O51107,2025-01-12,P1042,SPO-FIT-1042,Sports,Fitness Equipment,3,1279.8,0.0,C1038,West,209,21,4,S11
O51108,2025-01-12,P1046,SPO-FIT-1046,Sports,Fitness Equipment,1,828.27,0.0,C3300,South,147,35,11,S5
O51109,2025-01-12,P1036,BEA-SKI-1036,Beauty,Skincare,8,7164.22,0.1,C1476,South,380,18,11,S2
O51110,2025-01-12,P1012,HOM-SMA-1012,Home & Kitchen,Small Appliances,2,3924.59,0.0,C2945,South,484,19,7,S5
O51111,2025-01-12,P1035,BEA-HAI-1035,Beauty,Haircare,3,3806.0,0.0,C5267,South,363,25,7,S12
O51112,2025-01-12,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,2,3314.52,0.05,C5136,West,459,31,8,S14
O51113,2025-01-12,P1034,BEA-SKI-1034,Beauty,Skincare,5,7644.03,0.2,C1824,South,268,38,17,S4
O51114,2025-01-12,P1035,BEA-HAI-1035,Beauty,Haircare,2,3636.27,0.0,C5962,South,464,68,7,S12
O51115,2025-01-12,P1044,SPO-FIT-1044,Sports,Fitness Equipment,3,2810.33,0.05,C4491,North,191,23,13,S10
O51116,2025-01-12,P1040,SPO-FIT-1040,Sports,Fitness Equipment,5,5406.78,0.0,C186,West,340,71,4,S10
O51117,2025-01-12,P1042,SPO-FIT-1042,Sports,Fitness Equipment,4,1373.12,0.0,C1104,South,63,67,4,S11
O51118,2025-01-12,P1008,ELE-WEA-1008,Electronics,Wearables,3,1706.44,0.05,C909,South,402,34,11,S6
O51119,2025-01-12,P1001,ELE-MOB-1001,Electronics,Mobile Accessories,5,940.66,0.0,C3815,West,34,65,20,S8
O51120,2025-01-12,P1045,SPO-OUT-1045,Sports,Outdoor Gear,8,7456.76,0.0,C650,East,268,71,11,S7
O51121,2025-01-12,P1004,ELE-MOB-1004,Electronics,Mobile Accessories,2,6600.52,0.2,C1021,Central,46,78,10,S9
O51122,2025-01-12,P1047,SPO-OUT-1047,Sports,Outdoor Gear,5,7670.37,,C1432,Central,479,70,13,S3
O51123,2025-01-12,P1007,ELE-MOB-1007,Electronics,Mobile Accessories,3,8074.85,0.05,C3085,West,404,67,19,S7
O51124,2025-01-12,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,1,6094.35,0.05,C4076,South,57,40,11,S9
O51125,2025-01-12,P1047,SPO-OUT-1047,Sports,Outdoor Gear,5,7365.03,0.0,C3797,West,99,52,13,S3
O51126,2025-01-12,P1036,BEA-SKI-1036,Beauty,Skincare,11,7044.77,0.0,C5565,Central,245,46,11,S2
O51127,2025-01-12,P1028,FAS-FOO-1028,Fashion,Footwear,10,875.28,0.0,C2915,East,190,37,16,S12
O51128,2025-01-12,P1023,FAS-MEN-1023,Fashion,Men's Apparel,6,1816.07,0.0,C553,East,79,33,10,S5
O51129,2025-01-12,P1025,FAS-FOO-1025,Fashion,Footwear,4,2403.05,0.0,C5622,North,426,28,14,S7
O51130,2025-01-12,P1049,SPO-OUT-1049,Sports,Outdoor Gear,3,3575.25,0.15,C1800,East,191,65,3,S5
O51131,2025-01-12,P1042,SPO-FIT-1042,Sports,Fitness Equipment,4,1272.64,0.0,C2733,North,236,64,4,S11
O51132,2025-01-12,P1014,HOM-STO-1014,Home & Kitchen,Storage,5,2606.73,0.0,C2685,East,148,58,17,S12
O51133,2025-01-12,P1014,HOM-STO-1014,Home & Kitchen,Storage,3,2699.84,0.0,C2578,East,448,34,17,S12
O51134,2025-01-12,P1035,BEA-HAI-1035,Beauty,Haircare,3,3680.07,0.1,C3702,East,326,75,7,S12
O51135,2025-01-12,P1034,BEA-SKI-1034,Beauty,Skincare,6,7991.47,0.0,C5752,CENTRAL,36,33,17,S4
O51136,2025-01-12,P1013,HOM-COO-1013,Home & Kitchen,Cookware,4,3592.48,0.05,C3596,South,421,64,17,S3
O51137,2025-01-12,P1031,BEA-HAI-1031,Beauty,Haircare,2,2592.55,0.0,C5172,West,468,32,14,S11
O51138,2025-01-12,P1046,SPO-FIT-1046,Sports,Fitness Equipment,1,873.38,0.05,C1644,East,347,43,11,S5
O51139,2025-01-12,P1025,FAS-FOO-1025,Fashion,Footwear,4,2594.25,0.0,C1199,South,416,68,14,S7
O51140,2025-01-12,P1047,SPO-OUT-1047,Sports,Outdoor Gear,3,7677.03,0.15,C4978,East,148,42,13,S3
O51141,2025-01-12,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,2,3304.76,0.0,C3709,South,158,60,8,S14
O51142,2025-01-12,P1007,ELE-MOB-1007,Electronics,Mobile Accessories,2,7936.48,0.0,C5808,South,66,76,19,S7
O51143,2025-01-12,P1024,FAS-WOM-1024,Fashion,Women's Apparel,1,2100.17,0.0,C282,North,146,66,4,S13
O51144,2025-01-12,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,3,6377.23,0.15,C750,South,260,32,11,S9
O51145,2025-01-12,P1017,HOM-STO-1017,Home & Kitchen,Storage,11,6295.88,0.05,C5697,Central,386,50,14,S12
O51146,2025-01-12,P1033,BEA-HAI-1033,Beauty,Haircare,1,7251.15,0.1,C829,South,264,45,15,S8
O51147,2025-01-12,P1048,SPO-FIT-1048,Sports,Fitness Equipment,5,2243.42,0.0,C5670,North,230,39,8,S15
O51148,2025-01-12,P1038,BEA-SKI-1038,Beauty,Skincare,7,6627.65,0.05,C2215,East,26,30,16,S1
O51149,2025-01-12,P1001,ELE-MOB-1001,Electronics,Mobile Accessories,2,959.8,0.0,C2269,East,126,75,20,S8
O51150,2025-01-12,P1031,BEA-HAI-1031,Beauty,Haircare,5,2470.81,0.0,C637,North,409,21,14,S11
O51151,2025-01-12,P1029,FAS-MEN-1029,Fashion,Men's Apparel,5,1388.89,0.05,C2876,East,94,35,12,S14
O51152,2025-01-12,P1016,HOM-COO-1016,Home & Kitchen,Cookware,4,1238.57,0.05,C4917,South,120,28,6,S13
O51153,2025-01-12,P1027,FAS-WOM-1027,Fashion,Women's Apparel,3,6261.11,0.0,C3816,South,247,67,6,S5
O51154,2025-01-12,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,1,3079.68,,,West,88,42,8,S14
O51155,2025-01-12,P1049,SPO-OUT-1049,Sports,Outdoor Gear,3,3445.7,0.05,C3884,Central,24,35,3,S5
O51156,2025-01-12,P1007,ELE-MOB-1007,Electronics,Mobile Accessories,3,7706.28,0.0,C1574,South,476,33,19,S7
O51157,2025-01-12,P1034,BEA-SKI-1034,Beauty,Skincare,9,7934.94,0.15,C2630,West,186,26,17,S4
O51158,2025-01-12,P1029,FAS-MEN-1029,Fashion,Men's Apparel,1,1468.64,0.05,C2013,South,270,23,12,S14
O51159,2025-01-12,P1010,HOM-COO-1010,Home & Kitchen,Cookware,8,7595.94,0.0,C4143,East,223,37,8,S7
O51160,2025-01-12,P1016,HOM-COO-1016,Home & Kitchen,Cookware,1,1341.85,0.1,C3292,South,346,47,6,S13
O51161,2025-01-12,P1002,ELE-WEA-1002,Electronics,Wearables,1,6331.74,0.2,C4663,West,294,43,5,S8
O51162,2025-01-12,P1017,HOM-STO-1017,Home & Kitchen,Storage,8,6529.14,0.0,C3322,North,274,56,14,S12
O51163,2025-01-12,P1049,SPO-OUT-1049,Sports,Outdoor Gear,1,3719.72,0.0,C977,South,101,37,3,S5
O51164,2025-01-12,P1048,SPO-FIT-1048,Sports,Fitness Equipment,4,2174.29,0.0,C2109,East,118,67,8,S15
O51165,2025-01-12,P1005,ELE-WEA-1005,Electronics,Wearables,9,4396.12,0.1,C115,North,38,42,4,S14
O51166,2025-01-12,P1024,FAS-WOM-1024,Fashion,Women's Apparel,1,2002.62,0.05,C149,North,123,43,4,S13
O51167,2025-01-12,P1003,ELE-AUD-1003,Electronics,Audio,7,3071.2,0.0,C3982,Central,226,46,19,S3
O51168,2025-01-12,P1030,BEA-SKI-1030,Beauty,Skincare,7,5471.82,0.0,C2380,Central,467,21,11,S8
O51169,2025-01-12,P1020,FAS-MEN-1020,Fashion,Men's Apparel,4,3796.69,0.05,C5894,North,272,54,13,S13
O51170,2025-01-12,P1020,FAS-MEN-1020,Fashion,Men's Apparel,3,3942.72,0.2,C660,West,265,40,13,S13
O51171,2025-01-12,P1034,BEA-SKI-1034,Beauty,Skincare,7,7513.05,0.0,C5009,North,260,50,17,S4
O51172,2025-01-12,P1017,HOM-STO-1017,Home & Kitchen,Storage,12,6418.77,0.15,C1184,South,318,33,14,S12
O51173,2025-01-12,P1045,SPO-OUT-1045,Sports,Outdoor Gear,4,8030.41,0.0,C1706,East,327,26,11,S7
O51174,2025-01-12,P1032,BEA-SKI-1032,Beauty,Skincare,2,843.73,0.0,C2946,West,25,38,5,S6
O51175,2025-01-12,P1044,SPO-FIT-1044,Sports,Fitness Equipment,1,2913.07,0.0,C5925,South,113,23,13,S10
O51176,2025-01-12,P1000,ELE-AUD-1000,Electronics,Audio,1,3586.55,0.1,C2433,Central,122,76,18,S7
O51177,2025-01-12,P1029,FAS-MEN-1029,Fashion,Men's Apparel,1,1523.83,0.0,C5099,West,217,44,12,S14
O51178,2025-01-12,P1040,SPO-FIT-1040,Sports,Fitness Equipment,3,5409.74,0.0,C1590,East,433,65,4,S10
O51179,2025-01-12,P1037,BEA-HAI-1037,Beauty,Haircare,8,2521.18,0.15,C5359,North,279,76,13,S13
O51180,2025-01-12,P1002,ELE-WEA-1002,Electronics,Wearables,1,6445.07,0.1,C2460,North,344,63,5,S8
O51181,2025-01-12,P1035,BEA-HAI-1035,Beauty,Haircare,1,3739.49,0.0,C5310,East,283,59,7,S12
O51182,2025-01-12,P1001,ELE-MOB-1001,Electronics,Mobile Accessories,1,950.34,0.0,C4148,North,151,57,20,S8
O51183,2025-01-12,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,5081.12,0.0,C2503,Central,230,77,12,S9
O51184,2025-01-12,P1031,BEA-HAI-1031,Beauty,Haircare,2,2633.08,0.15,C2599,East,308,56,14,S11
O51185,2025-01-12,P1001,ELE-MOB-1001,Electronics,Mobile Accessories,2,951.55,0.1,C4320,South,467,79,20,S8
O51186,2025-01-12,P1021,FAS-WOM-1021,Fashion,Women's Apparel,2,5386.87,0.05,C2222,South,410,49,12,S9
O51187,2025-01-12,P1001,ELE-MOB-1001,Electronics,Mobile Accessories,1,903.48,0.1,C1595,West,355,46,20,S8
O51188,2025-01-12,P1035,BEA-HAI-1035,Beauty,Haircare,1,3803.26,0.0,C5266,North,269,75,7,S12
O51189,2025-01-12,P1029,FAS-MEN-1029,Fashion,Men's Apparel,4,1408.25,0.0,C1558,Central,370,31,12,S14
O51190,2025-01-12,P1020,FAS-MEN-1020,Fashion,Men's Apparel,4,3978.76,0.0,C880,North,148,40,13,S13
O51191,2025-01-12,P1040,SPO-FIT-1040,Sports,Fitness Equipment,3,5205.18,0.1,C431,West,462,49,4,S10
O51192,2025-01-12,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,2,6570.05,0.15,C2736,North,38,45,11,S9
O51193,2025-01-12,P1048,SPO-FIT-1048,Sports,Fitness Equipment,5,2302.17,0.0,C2052,North,312,36,8,S15
O51194,2025-01-12,P1048,SPO-FIT-1048,Sports,Fitness Equipment,6,2263.56,0.0,C257,Central,371,68,8,S15
O51195,2025-01-12,P1032,BEA-SKI-1032,Beauty,Skincare,2,845.51,0.2,C2876,North,107,18,5,S6
